fila_original,clase_real,probabilidad_Regresión logística,prediccion_Regresión logística,probabilidad_Árbol,prediccion_Árbol,probabilidad_k vecinos,prediccion_k vecinos,probabilidad_Random forest,prediccion_Random forest
2368,No,0.019601890283121332,No,0.04044943820224719,No,0.06666666666666667,No,0.03485878654267635,No
1565,No,0.08695906653348828,No,0.06006006006006006,No,0.13333333333333333,No,0.06569995592927858,No
2343,No,0.026957587557130333,No,0.04044943820224719,No,0.0,No,0.031356161721483984,No
5993,No,0.4520461643571942,No,0.34797297297297297,No,0.2,No,0.3360649942865812,No
930,No,0.08846710559701114,No,0.19298245614035087,No,0.3333333333333333,No,0.2646804617591457,No
1123,No,0.11289300842293115,No,0.13333333333333333,No,0.0,No,0.0934724291873496,No
2195,No,0.02472086908920765,No,0.04044943820224719,No,0.2,No,0.06784798909170014,No
3769,No,0.04749098967963558,No,0.04044943820224719,No,0.0,No,0.07197918794710394,No
2476,No,0.05789413443489947,No,0.04044943820224719,No,0.0,No,0.02677546203634219,No
6464,No,0.11215566072195492,No,0.13333333333333333,No,0.06666666666666667,No,0.08051916464931866,No
6772,No,0.08842378692437108,No,0.13333333333333333,No,0.13333333333333333,No,0.0755353286092549,No
7209,No,0.049349583194357206,No,0.04044943820224719,No,0.06666666666666667,No,0.08954125960592879,No
5034,Sí,0.3974940062814749,No,0.4896551724137931,No,0.6666666666666666,Sí,0.46576837513741604,No
6122,No,0.3514036738615012,No,0.024390243902439025,No,0.2,No,0.14718866457647367,No
7781,No,0.05515909137925968,No,0.06006006006006006,No,0.0,No,0.024202606771367218,No
3830,No,0.08291856512185433,No,0.13333333333333333,No,0.06666666666666667,No,0.051128768983243075,No
2253,No,0.057482383946667215,No,0.04044943820224719,No,0.06666666666666667,No,0.07454123791538096,No
2566,No,0.04597828685498496,No,0.06006006006006006,No,0.13333333333333333,No,0.06475407860148945,No
7860,No,0.17134393330439324,No,0.34797297297297297,No,0.4666666666666667,No,0.36629735506794964,No
7592,Sí,0.3617597248043876,No,0.4896551724137931,No,0.7333333333333333,Sí,0.44386122728799526,No
2788,No,0.03831393497050209,No,0.06006006006006006,No,0.0,No,0.034850351684008074,No
662,No,0.33186529548934673,No,0.4896551724137931,No,0.6,Sí,0.480247042022538,No
3955,No,0.05165941927584538,No,0.06006006006006006,No,0.0,No,0.029479205247695327,No
2183,No,0.10117292877879684,No,0.06006006006006006,No,0.13333333333333333,No,0.0835943560484875,No
3995,No,0.23283529670550723,No,0.13131313131313133,No,0.26666666666666666,No,0.17193362891415107,No
822,No,0.058223780803415476,No,0.04044943820224719,No,0.0,No,0.030482274749869677,No
2362,No,0.04326248416597138,No,0.04044943820224719,No,0.0,No,0.034694371548525664,No
5470,No,0.03692319682035525,No,0.06006006006006006,No,0.06666666666666667,No,0.03137340538424905,No
7559,No,0.059683240479552514,No,0.04044943820224719,No,0.06666666666666667,No,0.035175505844905704,No
3057,No,0.053605456657562514,No,0.04044943820224719,No,0.06666666666666667,No,0.043159225997866445,No
3044,No,0.035302789669942485,No,0.04044943820224719,No,0.06666666666666667,No,0.03931652936807138,No
2287,No,0.0905498710559294,No,0.06006006006006006,No,0.06666666666666667,No,0.0782357801997482,No
1184,Sí,0.6509034945103795,Sí,0.7317073170731707,Sí,0.7333333333333333,Sí,0.6854225532031656,Sí
2818,No,0.03476788948705398,No,0.04044943820224719,No,0.0,No,0.05958674225353648,No
3320,No,0.027806088915647995,No,0.04044943820224719,No,0.0,No,0.029338821745550754,No
184,No,0.05136774371605829,No,0.06006006006006006,No,0.06666666666666667,No,0.043739928222335515,No
2041,No,0.0848864183218525,No,0.06006006006006006,No,0.0,No,0.06475544370967884,No
549,No,0.033938584713643485,No,0.04044943820224719,No,0.06666666666666667,No,0.03697643042493283,No
7429,Sí,0.6771912225320926,Sí,0.6753246753246753,Sí,0.6666666666666666,Sí,0.6269899820054974,Sí
1605,No,0.10037695685681756,No,0.0603448275862069,No,0.06666666666666667,No,0.10140890603737769,No
1427,No,0.04136798613586743,No,0.04044943820224719,No,0.0,No,0.03676482267136033,No
2001,No,0.2732908151162514,No,0.13131313131313133,No,0.26666666666666666,No,0.3385595400614991,No
3393,No,0.03883398650217367,No,0.06006006006006006,No,0.26666666666666666,No,0.06986770234610168,No
2819,No,0.019009329371434028,No,0.04044943820224719,No,0.0,No,0.0596680159752363,No
7716,No,0.09879246704657377,No,0.06006006006006006,No,0.0,No,0.06706970670968712,No
5776,No,0.06963808159350562,No,0.06006006006006006,No,0.0,No,0.05183591376672165,No
6645,No,0.04544690948442532,No,0.04044943820224719,No,0.06666666666666667,No,0.05051913511906586,No
4000,No,0.04357471616196882,No,0.04044943820224719,No,0.06666666666666667,No,0.03776274526998088,No
2490,No,0.07618828682641354,No,0.06006006006006006,No,0.0,No,0.058187506506295235,No
3984,No,0.033098161613887365,No,0.04044943820224719,No,0.2,No,0.05862554457869156,No
2450,No,0.5910479094243818,Sí,0.34797297297297297,No,0.4,No,0.43559335911445374,No
4924,No,0.018030906484511992,No,0.06006006006006006,No,0.0,No,0.019148702343186785,No
3782,No,0.06822905978739742,No,0.06006006006006006,No,0.13333333333333333,No,0.08484730847018225,No
5697,No,0.1200705268921854,No,0.13131313131313133,No,0.13333333333333333,No,0.08844785214852058,No
7706,No,0.06143542599870695,No,0.04044943820224719,No,0.0,No,0.03257192609555499,No
6670,No,0.08641122249618054,No,0.06006006006006006,No,0.0,No,0.046503915825363826,No
1969,No,0.02728278121002763,No,0.04044943820224719,No,0.0,No,0.017880399140314678,No
2270,No,0.08426557045215675,No,0.13333333333333333,No,0.13333333333333333,No,0.12497370160510836,No
6632,No,0.09538163917453986,No,0.06006006006006006,No,0.06666666666666667,No,0.046310832154020695,No
731,No,0.08017728287088566,No,0.06006006006006006,No,0.06666666666666667,No,0.09126456275026448,No
4752,No,0.12553503384551373,No,0.13131313131313133,No,0.06666666666666667,No,0.10073318199310158,No
6658,No,0.4391212649476209,No,0.34797297297297297,No,0.6666666666666666,Sí,0.5926949374239723,Sí
2793,No,0.0909828129602834,No,0.06006006006006006,No,0.06666666666666667,No,0.06825286036095259,No
5134,No,0.04575206356701048,No,0.04044943820224719,No,0.06666666666666667,No,0.029550410700150187,No
1611,Sí,0.8922720909086664,Sí,0.6753246753246753,Sí,0.8,Sí,0.7119832643229471,Sí
5,No,0.26613310399808676,No,0.06006006006006006,No,0.6,Sí,0.39376824070057626,No
4639,No,0.0618835750207164,No,0.06006006006006006,No,0.0,No,0.03265345667810672,No
5363,No,0.07726010156893376,No,0.13333333333333333,No,0.06666666666666667,No,0.10852604071235691,No
695,No,0.08170335007859703,No,0.06006006006006006,No,0.2,No,0.06850207044906853,No
1506,No,0.06044261296217057,No,0.13131313131313133,No,0.13333333333333333,No,0.1324336344126416,No
697,No,0.02960330919576273,No,0.06006006006006006,No,0.13333333333333333,No,0.051012538751113314,No
6728,No,0.050184145247209606,No,0.04044943820224719,No,0.0,No,0.0367397213729352,No
2809,No,0.07972869861297459,No,0.06006006006006006,No,0.0,No,0.04184041181224621,No
1031,No,0.062440040262156535,No,0.06006006006006006,No,0.0,No,0.06434894619229609,No
4398,Sí,0.038364830401581916,No,0.04044943820224719,No,0.0,No,0.022018064775357914,No
7675,No,0.06781974038487813,No,0.06006006006006006,No,0.06666666666666667,No,0.06330047369381127,No
4016,No,0.08053340942779849,No,0.13333333333333333,No,0.06666666666666667,No,0.11422036183286889,No
6383,No,0.27572597855832454,No,0.13131313131313133,No,0.3333333333333333,No,0.3188873810801183,No
7183,No,0.08949062662763956,No,0.06006006006006006,No,0.0,No,0.07463551967578406,No
2170,No,0.027157802632754545,No,0.04044943820224719,No,0.0,No,0.03953641089461542,No
6492,No,0.04745626569731622,No,0.06006006006006006,No,0.0,No,0.061056628906547984,No
1926,No,0.04573780249122748,No,0.06006006006006006,No,0.06666666666666667,No,0.03691324528144353,No
5603,No,0.06419218086549949,No,0.04044943820224719,No,0.0,No,0.0261044345669211,No
2407,No,0.03650025005003851,No,0.04044943820224719,No,0.13333333333333333,No,0.1068548557364974,No
281,No,0.0576058719709233,No,0.06006006006006006,No,0.06666666666666667,No,0.052688528290915644,No
5357,No,0.08141694769672621,No,0.06006006006006006,No,0.06666666666666667,No,0.08645865484240173,No
7831,No,0.04624928736606127,No,0.06006006006006006,No,0.2,No,0.06468305084621645,No
1349,No,0.081494789027265,No,0.13333333333333333,No,0.13333333333333333,No,0.10224833070204294,No
7435,No,0.0549980393854641,No,0.06006006006006006,No,0.0,No,0.03299589407644455,No
1495,No,0.5482326698510037,Sí,0.4896551724137931,No,0.26666666666666666,No,0.42937368104577783,No
4976,No,0.044937889839748,No,0.04044943820224719,No,0.0,No,0.05628185006689957,No
7819,No,0.04018405487247881,No,0.04044943820224719,No,0.06666666666666667,No,0.10893380801679807,No
2877,No,0.09687299531049763,No,0.0603448275862069,No,0.06666666666666667,No,0.12283080720143921,No
3006,No,0.06555813566576046,No,0.04044943820224719,No,0.06666666666666667,No,0.056398020928875914,No
5404,No,0.03166582950182912,No,0.04044943820224719,No,0.06666666666666667,No,0.05316497111741401,No
7406,No,0.23548614398661866,No,0.13131313131313133,No,0.13333333333333333,No,0.09879731531751186,No
3174,Sí,0.08161962664683788,No,0.06006006006006006,No,0.0,No,0.04950536724583558,No
3173,No,0.06037608504298052,No,0.04044943820224719,No,0.06666666666666667,No,0.10355697972834366,No
4238,No,0.02110549865327665,No,0.04044943820224719,No,0.0,No,0.010480119900169156,No
7912,No,0.031691369243759655,No,0.04044943820224719,No,0.06666666666666667,No,0.03579008566862687,No
6382,No,0.04426466117120125,No,0.06006006006006006,No,0.0,No,0.040854839784570315,No
3351,No,0.03445243126052705,No,0.06006006006006006,No,0.0,No,0.022377600248271914,No
2539,No,0.047413048241023735,No,0.04044943820224719,No,0.06666666666666667,No,0.034318861346031876,No
6661,No,0.06660481663194098,No,0.06006006006006006,No,0.06666666666666667,No,0.059130302183265586,No
2421,No,0.0734452726626383,No,0.06006006006006006,No,0.0,No,0.04176702706761926,No
5519,No,0.0986868327766392,No,0.13333333333333333,No,0.0,No,0.07061594637395459,No
4449,No,0.055415539723521944,No,0.04044943820224719,No,0.0,No,0.0320410811790825,No
5578,No,0.04212888140047924,No,0.04044943820224719,No,0.0,No,0.04135549182405028,No
6360,No,0.05215046744972669,No,0.04044943820224719,No,0.06666666666666667,No,0.06908410315142066,No
5350,No,0.03678281084376993,No,0.04044943820224719,No,0.2,No,0.0662720633900109,No
6103,No,0.09852239318854553,No,0.06006006006006006,No,0.0,No,0.0499517511003485,No
3088,No,0.03486948357649256,No,0.06006006006006006,No,0.0,No,0.06520858996762091,No
7829,No,0.06904578581465487,No,0.06006006006006006,No,0.0,No,0.02750097843003933,No
985,No,0.283755139132245,No,0.13131313131313133,No,0.26666666666666666,No,0.36086116460358253,No
7778,No,0.24313383274087172,No,0.19298245614035087,No,0.26666666666666666,No,0.2503681881755513,No
3503,No,0.05258792981072326,No,0.06006006006006006,No,0.0,No,0.06479373779333546,No
7580,No,0.06454185528188991,No,0.06006006006006006,No,0.06666666666666667,No,0.054078896122038894,No
4244,No,0.0865570916066583,No,0.13333333333333333,No,0.2,No,0.07967736684699392,No
4118,No,0.047612351087778386,No,0.06006006006006006,No,0.06666666666666667,No,0.04161478133509244,No
5868,No,0.03500163713625994,No,0.04044943820224719,No,0.0,No,0.03599746415303928,No
5264,No,0.06032560043667973,No,0.13333333333333333,No,0.06666666666666667,No,0.11144587089188834,No
4504,No,0.07230331311238808,No,0.13333333333333333,No,0.2,No,0.13618151790780156,No
5285,No,0.024259456199499166,No,0.04044943820224719,No,0.0,No,0.020873549675091693,No
7480,No,0.06437590765226422,No,0.04044943820224719,No,0.0,No,0.02731275667773416,No
1816,No,0.0884297840336449,No,0.06006006006006006,No,0.06666666666666667,No,0.05840035928907471,No
3630,No,0.028387656310998568,No,0.04044943820224719,No,0.0,No,0.02567417005626315,No
7216,No,0.06161025795798203,No,0.04044943820224719,No,0.06666666666666667,No,0.073401730535163,No
5721,No,0.10317448015471212,No,0.13131313131313133,No,0.13333333333333333,No,0.24005705681348488,No
4170,No,0.0409354123311891,No,0.06006006006006006,No,0.06666666666666667,No,0.07234351943768293,No
4210,No,0.05303638912000893,No,0.04044943820224719,No,0.06666666666666667,No,0.06510345936223157,No
5638,Sí,0.12539429226120624,No,0.06006006006006006,No,0.2,No,0.12974744784884876,No
3567,No,0.05185425747172599,No,0.06006006006006006,No,0.0,No,0.04110893391251132,No
1694,No,0.04910092337935167,No,0.04044943820224719,No,0.06666666666666667,No,0.033275267970748514,No
1311,No,0.05581134843114225,No,0.0603448275862069,No,0.13333333333333333,No,0.09605613311373454,No
902,No,0.06254090542413346,No,0.06006006006006006,No,0.06666666666666667,No,0.06192233748153779,No
7571,No,0.04538221645822726,No,0.06006006006006006,No,0.06666666666666667,No,0.05165889471797663,No
3672,Sí,0.05948425670682418,No,0.06006006006006006,No,0.0,No,0.05264231391699607,No
1214,No,0.017938569310381274,No,0.04044943820224719,No,0.0,No,0.028194716386041367,No
1303,No,0.0595617237048075,No,0.04044943820224719,No,0.0,No,0.051942525016232005,No
1471,No,0.05975406223459073,No,0.06006006006006006,No,0.0,No,0.06020155182887117,No
1119,No,0.1480583972151641,No,0.13333333333333333,No,0.13333333333333333,No,0.14907469033445025,No
5070,No,0.13715888591844805,No,0.06006006006006006,No,0.0,No,0.05909509719744297,No
3845,No,0.06620259158581446,No,0.04044943820224719,No,0.0,No,0.04128666442453812,No
4828,No,0.06696730678460851,No,0.13333333333333333,No,0.2,No,0.11866636678301089,No
1820,No,0.23406554558216497,No,0.13131313131313133,No,0.06666666666666667,No,0.0753958895843797,No
3582,No,0.046300978507954255,No,0.04044943820224719,No,0.0,No,0.032257909642852384,No
454,No,0.2820890365937604,No,0.34797297297297297,No,0.06666666666666667,No,0.26605168996421863,No
5503,No,0.09049071092220079,No,0.13131313131313133,No,0.06666666666666667,No,0.12204292335022657,No
5084,No,0.05136947115905895,No,0.06006006006006006,No,0.06666666666666667,No,0.04559989678009214,No
3073,No,0.06495672118671918,No,0.04044943820224719,No,0.0,No,0.048793911419628584,No
2759,No,0.05907796467878649,No,0.04044943820224719,No,0.0,No,0.028451608296458885,No
1729,No,0.04181376349722458,No,0.06006006006006006,No,0.06666666666666667,No,0.047517705890393266,No
3348,No,0.03828991088495195,No,0.06006006006006006,No,0.06666666666666667,No,0.04181991325818268,No
1854,Sí,0.4922473858188595,No,0.4896551724137931,No,0.13333333333333333,No,0.34719879343827176,No
445,No,0.10059519746852548,No,0.13333333333333333,No,0.3333333333333333,No,0.1768055711670317,No
1411,No,0.069304476183081,No,0.06006006006006006,No,0.0,No,0.033858872788142064,No
6584,No,0.05652151770518426,No,0.06006006006006006,No,0.06666666666666667,No,0.03632634455824073,No
2928,No,0.03715583689815287,No,0.06006006006006006,No,0.0,No,0.05505033643785785,No
3148,No,0.02765460992491195,No,0.04044943820224719,No,0.0,No,0.02811963327167386,No
3278,Sí,0.07992616648688312,No,0.06006006006006006,No,0.0,No,0.05961948989407839,No
4029,No,0.07910862729662718,No,0.13333333333333333,No,0.06666666666666667,No,0.13032367710389303,No
444,No,0.05782200779916003,No,0.06006006006006006,No,0.13333333333333333,No,0.08350109731181897,No
6163,No,0.07763913446461995,No,0.06006006006006006,No,0.06666666666666667,No,0.04467047422810623,No
3272,No,0.08687041104228728,No,0.06006006006006006,No,0.0,No,0.07006577054735107,No
3904,No,0.0955639726975412,No,0.06006006006006006,No,0.06666666666666667,No,0.12905476148749406,No
1939,No,0.4775005336511902,No,0.13333333333333333,No,0.4,No,0.3807820763754588,No
2967,No,0.02366188658541635,No,0.06006006006006006,No,0.0,No,0.0699036090786696,No
1323,No,0.028075791118821643,No,0.04044943820224719,No,0.13333333333333333,No,0.039507844708945215,No
5928,Sí,0.2696838138013398,No,0.41304347826086957,No,0.26666666666666666,No,0.19434073370638388,No
6307,No,0.047776112829960506,No,0.06006006006006006,No,0.13333333333333333,No,0.09424745988911015,No
7540,No,0.2804646433777238,No,0.34797297297297297,No,0.4,No,0.3607792334098643,No
2829,Sí,0.353580390890203,No,0.13131313131313133,No,0.13333333333333333,No,0.34623605689419357,No
3122,No,0.04851139551538258,No,0.06006006006006006,No,0.06666666666666667,No,0.063651698365572,No
3257,No,0.10999769504071931,No,0.13333333333333333,No,0.06666666666666667,No,0.13900782503227088,No
3357,No,0.04943469722349545,No,0.06006006006006006,No,0.13333333333333333,No,0.10012661202988342,No
58,No,0.06674658684406215,No,0.06006006006006006,No,0.13333333333333333,No,0.08574535971599605,No
2180,No,0.051684608020354995,No,0.04044943820224719,No,0.06666666666666667,No,0.06269296150207855,No
3684,No,0.06443469129017032,No,0.06006006006006006,No,0.0,No,0.05300545519032728,No
632,No,0.07559207959626334,No,0.06006006006006006,No,0.0,No,0.06637703863284576,No
6140,No,0.031265253475245246,No,0.04044943820224719,No,0.13333333333333333,No,0.05851624935070622,No
293,No,0.1850237038041005,No,0.13131313131313133,No,0.2,No,0.10503258034124922,No
2028,No,0.10699521491779608,No,0.06006006006006006,No,0.06666666666666667,No,0.061528946460336534,No
4401,No,0.06211313952388938,No,0.06006006006006006,No,0.0,No,0.02415570782713589,No
3575,No,0.07597024698895141,No,0.06006006006006006,No,0.06666666666666667,No,0.09323433188197812,No
3758,Sí,0.0651871664494365,No,0.06006006006006006,No,0.0,No,0.0447311325805981,No
4659,No,0.06748411754442957,No,0.04044943820224719,No,0.0,No,0.035161317978503984,No
1038,No,0.06085944578418627,No,0.04044943820224719,No,0.06666666666666667,No,0.0440841909312248,No
762,No,0.03171291454946131,No,0.04044943820224719,No,0.0,No,0.02977010767765785,No
498,No,0.06787550021391739,No,0.06006006006006006,No,0.06666666666666667,No,0.07142347560993528,No
1160,Sí,0.059894305194738796,No,0.06006006006006006,No,0.0,No,0.04398095394392864,No
3546,No,0.03716228531390378,No,0.13333333333333333,No,0.06666666666666667,No,0.101718523166459,No
933,No,0.18532999894620675,No,0.41304347826086957,No,0.2,No,0.21020766268790647,No
373,No,0.176394874210368,No,0.19298245614035087,No,0.2,No,0.23814226022561813,No
4709,No,0.1987161393948793,No,0.34797297297297297,No,0.26666666666666666,No,0.27042353013963305,No
144,No,0.049098130292836356,No,0.04044943820224719,No,0.0,No,0.02933318169515058,No
7065,No,0.04708835127230047,No,0.06006006006006006,No,0.06666666666666667,No,0.08472804176265097,No
4269,No,0.20037627922377443,No,0.13131313131313133,No,0.26666666666666666,No,0.21234417036030956,No
5629,No,0.056778132292378505,No,0.06006006006006006,No,0.0,No,0.04845169499961081,No
3406,No,0.07788150586935697,No,0.06006006006006006,No,0.0,No,0.07331486563607846,No
682,No,0.04661606123142689,No,0.06006006006006006,No,0.13333333333333333,No,0.03471125116894556,No
6459,No,0.10859355934482116,No,0.06006006006006006,No,0.06666666666666667,No,0.11374411223602418,No
1491,No,0.08291827314012644,No,0.06006006006006006,No,0.13333333333333333,No,0.06405044556511152,No
